,docket,term,quest_total,word_total,jquest_p,jquest_r,jwords_p,jwords_r,NYT,UnanVote,CloseVote,votes_total,dec_type,led,analu,fulldocket,us,sct,rec,party_1,party_2,lctdir,chief,natct,issue,value,dir,dis,win,vote,stwtdir,mardir,brndir,bwdir,jackdir,blkmdir,powdir,rehndir,stevdir,ocondir,scaldir,kendir,soutdir,thomdir,gindir,brydir,robtdir,altodir,stwtm,marm,brnm,bwm,burgm,blkmm,powm,rehnm,stevm,oconm,scalm,kenm,soutm,thomm,ginm,brym,robtm,altom,moa,win_oconnor,win_rehnquist,petac,respac,otherac,totalac,sgpet,sgresp,sgpetac,sgrespac,sgotherac,sgamicus,liberalac,conservac,sglibparty,sgconparty,sglibac,sgconac,no_cases,more_words,more_quest,WPerQR,WPerQP,USParty1,USParty2,civlib,economics,judpower,federalism,logno_cases,logquest_total,logword_total,Dummy94,term1979,term1980,term1981,term1982,term1983,term1984,term1985,term1986,term1987,term1988,term1989,term1990,term1991,term1992,term1993,term1994,term1995,term1996,term1997,term1998,term1999,term2000,term2001,term2002,term2003,term2004,term2005,term2006,term2007,counter,MQ,_Ilctdir_1,_IlctXMQ_1,OtherVote,USParty,log_quest_total,log_word_total,win_stevens,win_ginsburg,win_souter,win_breyer,win_kennedy,win_alito,win_roberts,win_scalia,win_thomas
24,79-616,1979,61,1122,20,41,370,752,0. no,0. no,0. no,9,1. orally argued signed opinion,065/0532,0. case citation,No. 79-616,447/0807,100/2486,0,ER,EE,1. liberal,2. burger,BURG6,222,2. civil rights,0. conservative,2. reversed,Petitioner Wins,63,0. conservative,1. liberal,1. liberal,0. conservative,NA,1. liberal,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,0. dissent,0. dissent,1. majority,1. majority,0. dissent,1. majority,1. majority,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,NA,BURG,NA,1. Petitioner,1,1,0,2,0,0,0,1,0,1,1,1,No,No,Yes,No,92,1. respondent more words,1,18.34146309,18.5,0. no,0. no,1. yes,0. no,0. no,0. no,4.521788597,4.110873699,7.022868156,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.152999997,1,0.152999997,1,0. no,4.110873699,7.022868156,1. Petitioner,NA,NA,NA,NA,NA,NA,NA,NA
25,79-424,1979,150,2296,75,75,1190,1106,0. no,0. no,0. no,9,1. orally argued signed opinion,064/0440,0. case citation,No. 79-424,446/0478,100/1790,0,NY U,LICENSEE,1. liberal,2. burger,BURG6,867,9. judicial power,0. conservative,2. reversed,Petitioner Wins,72,0. conservative,1. liberal,1. liberal,0. conservative,NA,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,0. dissent,0. dissent,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,NA,BURG,NA,1. Petitioner,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,92,0. petitioner more words,9,14.74666691,15.86666679,0. no,0. no,0. no,0. no,1. yes,0. no,4.521788597,5.010635376,7.73892355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.152999997,1,0.152999997,1,0. no,5.010635376,7.73892355,1. Petitioner,NA,NA,NA,NA,NA,NA,NA,NA
26,78-1862,1979,95,2348,50,45,1138,1210,0. no,1. yes,0. no,9,1. orally argued signed opinion,064/0659,0. case citation,No. 78-1862,446/0740,100/1978,0,PIP,MFR,0. conservative,2. burger,BURG6,717,9. judicial power,0. conservative,1. affirmed,Respondent Wins,90,0. conservative,0. conservative,0. conservative,0. conservative,NA,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,NA,BURG,NA,0. Respondent,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,92,1. respondent more words,0,26.88888931,22.76000023,0. no,0. no,0. no,0. no,1. yes,0. no,4.521788597,4.553876877,7.76131916,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.152999997,0,0,0,0. no,4.553876877,7.76131916,0. Respondent,NA,NA,NA,NA,NA,NA,NA,NA
27,78-599,1979,86,1571,29,57,447,1124,0. no,0. no,1. yes,8,6. orally argued per curiam,062/0607,0. case citation,No. 78-599,444/0453,100/0606,0,US,MILITARY,1. liberal,2. burger,BURG6,401,3. first amendment,0. conservative,2. reversed,Petitioner Wins,53,1. liberal,NA,1. liberal,0. conservative,NA,0. conservative,0. conservative,0. conservative,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,0. dissent,NA,0. dissent,1. majority,1. majority,1. majority,1. majority,1. majority,0. dissent,NA,NA,NA,NA,NA,NA,NA,NA,NA,BURG,NA,1. Petitioner,0,0,0,0,1,0,0,0,0,0,0,0,No,Yes,No,No,92,1. respondent more words,1,19.71929741,15.41379356,1. yes,0. no,1. yes,0. no,0. no,0. no,4.521788597,4.454347134,7.359467506,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.152999997,1,0.152999997,0,1. yes,4.454347134,7.359467506,0. Respondent,NA,NA,NA,NA,NA,NA,NA,NA
28,78-1014,1979,95,1384,59,36,737,647,0. no,0. no,0. no,9,1. orally argued signed opinion,062/0259,0. case citation,No. 78-1014,444/0111,100/0352,0,US,VETERAN,1. liberal,2. burger,BURG6,616,8. economic activity,0. conservative,2. reversed,Petitioner Wins,63,0. conservative,1. liberal,1. liberal,0. conservative,NA,0. conservative,0. conservative,0. conservative,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,0. dissent,0. dissent,1. majority,1. majority,1. majority,1. majority,1. majority,0. dissent,NA,NA,NA,NA,NA,NA,NA,NA,NA,BURG,NA,1. Petitioner,0,0,0,0,1,0,0,0,0,0,0,0,No,Yes,No,No,92,0. petitioner more words,0,17.97222137,12.49152565,1. yes,0. no,0. no,1. yes,0. no,0. no,4.521788597,4.553876877,7.23273325,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.152999997,1,0.152999997,1,1. yes,4.553876877,7.23273325,0. Respondent,NA,NA,NA,NA,NA,NA,NA,NA
29,79-5601,1979,87,1429,64,23,1064,365,0. no,1. yes,0. no,9,1. orally argued signed opinion,064/0572,0. case citation,No. 79-5601,446/0635,100/1920,0,PR GOEE,PR OF,0. conservative,2. burger,BURG6,391,2. civil rights,1. liberal,3. reversed and remanded,Petitioner Wins,90,1. liberal,1. liberal,1. liberal,1. liberal,NA,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,NA,BURG,NA,1. Petitioner,1,0,0,1,0,0,0,0,0,0,1,0,No,No,No,No,92,0. petitioner more words,0,15.86956501,16.625,0. no,0. no,1. yes,0. no,0. no,0. no,4.521788597,4.465908051,7.264729977,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.152999997,0,0,0,0. no,4.465908051,7.264729977,1. Petitioner,NA,NA,NA,NA,NA,NA,NA,NA
30,79-192,1979,58,1390,9,49,266,1124,0. no,0. no,0. no,9,1. orally argued signed opinion,064/0723,0. case citation,No. 79-192,447/0054,100/2024,0,CLUB,MFEE,1. liberal,2. burger,BURG6,542,6. attorneys,1. liberal,1. affirmed,Respondent Wins,72,1. liberal,1. liberal,1. liberal,0. conservative,NA,1. liberal,1. liberal,0. conservative,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,0. dissent,1. majority,1. majority,1. majority,0. dissent,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,NA,BURG,NA,1. Petitioner,0,4,0,4,0,0,0,1,0,1,4,0,No,No,Yes,No,92,1. respondent more words,1,22.93877602,29.55555534,0. no,0. no,1. yes,0. no,0. no,0. no,4.521788597,4.060442924,7.237059116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.152999997,1,0.152999997,1,0. no,4.060442924,7.237059116,0. Respondent,NA,NA,NA,NA,NA,NA,NA,NA
31,78-873,1979,61,1335,30,31,540,795,0. no,0. no,0. no,9,1. orally argued signed opinion,062/0275,0. case citation,No. 78-873,444/0130,100/0363,0,NYSCHDIS,HEW,1. liberal,2. burger,BURG6,221,2. civil rights,1. liberal,1. affirmed,Respondent Wins,63,0. conservative,1. liberal,1. liberal,1. liberal,NA,1. liberal,0. conservative,0. conservative,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,0. dissent,1. majority,1. majority,1. majority,1. majority,1. majority,0. dissent,0. dissent,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,NA,BURG,NA,1. Petitioner,0,1,0,1,0,1,0,0,0,0,1,0,Yes,No,No,No,92,1. respondent more words,1,25.64516068,18,0. no,1. yes,1. yes,0. no,0. no,0. no,4.521788597,4.110873699,7.196686745,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.152999997,1,0.152999997,1,1. yes,4.110873699,7.196686745,0. Respondent,NA,NA,NA,NA,NA,NA,NA,NA
32,78-1472,1979,92,1761,27,65,536,1225,0. no,1. yes,0. no,9,1. orally argued signed opinion,063/0329,0. case citation,No. 78-1472,445/0198,100/1095,0,EPA,CA CITY,1. liberal,2. burger,BURG6,638,8. economic activity,0. conservative,2. reversed,Petitioner Wins,90,0. conservative,0. conservative,0. conservative,0. conservative,NA,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,NA,BURG,NA,1. Petitioner,0,0,0,0,1,0,0,0,0,0,0,0,No,Yes,No,No,92,1. respondent more words,1,18.84615326,19.85185242,1. yes,0. no,0. no,1. yes,0. no,0. no,4.521788597,4.521788597,7.473637104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.152999997,1,0.152999997,0,1. yes,4.521788597,7.473637104,1. Petitioner,NA,NA,NA,NA,NA,NA,NA,NA
33,78-1821,1979,154,2834,100,54,1384,1450,0. no,0. no,1. yes,9,7. judgment of the court,064/0497,0. case citation,No. 78-1821,446/0544,100/1870,0,US,AC,1. liberal,2. burger,BURG6,16,1. criminal procedure,0. conservative,3. reversed and remanded,Petitioner Wins,54,0. conservative,1. liberal,1. liberal,1. liberal,NA,0. conservative,0. conservative,0. conservative,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,0. dissent,0. dissent,0. dissent,1. majority,1. majority,1. majority,1. majority,0. dissent,NA,NA,NA,NA,NA,NA,NA,NA,NA,BURG,NA,1. Petitioner,1,2,0,3,1,0,0,0,0,0,2,1,No,Yes,No,No,92,1. respondent more words,0,26.85185242,13.84000015,1. yes,0. no,1. yes,0. no,0. no,0. no,4.521788597,5.036952496,7.949444294,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.152999997,1,0.152999997,0,1. yes,5.036952496,7.949444294,0. Respondent,NA,NA,NA,NA,NA,NA,NA,NA
34,79-66,1979,62,1380,16,46,345,1035,0. no,0. no,0. no,9,1. orally argued signed opinion,064/0611,0. case citation,No. 79-66,446/0680,100/1945,0,BROKER,SEC,1. liberal,2. burger,BURG6,636,8. economic activity,0. conservative,4. vacated and remanded,Petitioner Wins,63,0. conservative,1. liberal,1. liberal,0. conservative,NA,1. liberal,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,0. dissent,0. dissent,1. majority,1. majority,0. dissent,1. majority,1. majority,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,NA,BURG,NA,1. Petitioner,3,0,0,3,0,1,0,0,0,0,0,3,Yes,No,No,No,92,1. respondent more words,1,22.5,21.5625,0. no,1. yes,0. no,1. yes,0. no,0. no,4.521788597,4.127134323,7.229838848,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.152999997,1,0.152999997,1,1. yes,4.127134323,7.229838848,1. Petitioner,NA,NA,NA,NA,NA,NA,NA,NA
35,78-756,1979,110,2248,46,64,1047,1201,0. no,0. no,0. no,9,1. orally argued signed opinion,065/0597,0. case citation,No. 78-756,448/0056,100/2531,0,OH,AC,1. liberal,2. burger,BURG6,110,1. criminal procedure,0. conservative,3. reversed and remanded,Petitioner Wins,63,0. conservative,1. liberal,1. liberal,0. conservative,NA,0. conservative,0. conservative,0. conservative,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,0. dissent,0. dissent,1. majority,1. majority,1. majority,1. majority,1. majority,0. dissent,NA,NA,NA,NA,NA,NA,NA,NA,NA,BURG,NA,1. Petitioner,1,1,0,2,0,0,1,0,0,1,1,1,No,No,No,Yes,92,1. respondent more words,1,18.765625,22.76086998,0. no,0. no,1. yes,0. no,0. no,0. no,4.521788597,4.700480461,7.717796326,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.152999997,1,0.152999997,1,0. no,4.700480461,7.717796326,0. Respondent,NA,NA,NA,NA,NA,NA,NA,NA
36,78-1323,1979,125,2822,55,70,1266,1556,0. no,0. no,0. no,9,1. orally argued signed opinion,062/0689,0. case citation,No. 78-1323,444/0490,100/0755,0,RR,EE,1. liberal,2. burger,BURG6,614,8. economic activity,0. conservative,3. reversed and remanded,Petitioner Wins,72,0. conservative,1. liberal,0. conservative,0. conservative,NA,1. liberal,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,0. dissent,1. majority,1. majority,1. majority,0. dissent,1. majority,1. majority,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,NA,BURG,NA,1. Petitioner,1,1,1,3,0,0,0,0,0,0,1,1,No,No,No,No,92,1. respondent more words,1,22.22857094,23.01818275,0. no,0. no,0. no,1. yes,0. no,0. no,4.521788597,4.828313828,7.94520092,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.152999997,1,0.152999997,1,0. no,4.828313828,7.94520092,1. Petitioner,NA,NA,NA,NA,NA,NA,NA,NA
37,78-777,1979,75,1597,31,44,680,917,0. no,1. yes,0. no,8,1. orally argued signed opinion,063/0537,0. case citation,No. 78-777,445/0463,100/1244,0,US,AC,1. liberal,2. burger,BURG6,50,1. criminal procedure,0. conservative,2. reversed,Petitioner Wins,80,0. conservative,NA,0. conservative,0. conservative,NA,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,NA,BURG,NA,1. Petitioner,0,0,1,1,1,0,0,0,0,0,0,0,No,Yes,No,No,92,1. respondent more words,1,20.84090996,21.93548393,1. yes,0. no,1. yes,0. no,0. no,0. no,4.521788597,4.317488194,7.375882149,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.152999997,1,0.152999997,0,1. yes,4.317488194,7.375882149,1. Petitioner,NA,NA,NA,NA,NA,NA,NA,NA
38,78-6885,1979,143,3114,81,62,1865,1249,0. no,0. no,0. no,9,1. orally argued signed opinion,065/0175,0. case citation,No. 78-6885,447/0343,100/2227,0,CC,OK,0. conservative,2. burger,BURG6,501,4. due process,1. liberal,4. vacated and remanded,Petitioner Wins,81,1. liberal,1. liberal,1. liberal,1. liberal,NA,1. liberal,1. liberal,0. conservative,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,0. dissent,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,NA,BURG,NA,0. Respondent,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,92,0. petitioner more words,0,20.14516068,23.02469063,0. no,0. no,1. yes,0. no,0. no,0. no,4.521788597,4.962844849,8.043663025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.152999997,0,0,1,0. no,4.962844849,8.043663025,1. Petitioner,NA,NA,NA,NA,NA,NA,NA,NA
39,79-1,1979,119,2469,70,49,1317,1152,0. no,1. yes,0. no,6,7. judgment of the court,064/0284,0. case citation,No. 79-1,446/0274,100/1673,0,BOAT,EE,1. liberal,2. burger,BURG6,615,8. economic activity,1. liberal,1. affirmed,Respondent Wins,60,NA,NA,1. liberal,1. liberal,NA,1. liberal,1. liberal,NA,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,0. dissent,0. dissent,1. majority,1. majority,1. majority,1. majority,1. majority,0. dissent,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,NA,BURG,NA,1. Petitioner,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,92,0. petitioner more words,0,23.51020432,18.81428528,0. no,0. no,0. no,1. yes,0. no,0. no,4.521788597,4.779123306,7.81156826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.152999997,1,0.152999997,0,0. no,4.779123306,7.81156826,0. Respondent,NA,NA,NA,NA,NA,NA,NA,NA
40,78-1006,1979,85,2194,28,57,768,1426,1. yes,0. no,1. yes,8,1. orally argued signed opinion,062/0540,0. case citation,No. 78-1006,444/0348,100/0609,0,DOD,MILITARY,1. liberal,2. burger,BURG6,401,3. first amendment,0. conservative,2. reversed,Petitioner Wins,53,1. liberal,NA,1. liberal,0. conservative,NA,0. conservative,0. conservative,0. conservative,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,0. dissent,NA,0. dissent,1. majority,1. majority,1. majority,1. majority,1. majority,0. dissent,NA,NA,NA,NA,NA,NA,NA,NA,NA,BURG,NA,1. Petitioner,0,0,0,0,1,0,0,0,0,0,0,0,No,Yes,No,No,92,1. respondent more words,1,25.01754379,27.4285717,1. yes,0. no,1. yes,0. no,0. no,0. no,4.521788597,4.442651272,7.693481445,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.152999997,1,0.152999997,0,1. yes,4.442651272,7.693481445,0. Respondent,NA,NA,NA,NA,NA,NA,NA,NA
41,79-381,1979,62,1198,37,25,721,477,0. no,0. no,0. no,9,1. orally argued signed opinion,064/0107,0. case citation,No. 79-381,446/0142,100/1540,0,HUSBAND,INSURE,0. conservative,2. burger,BURG6,283,2. civil rights,1. liberal,3. reversed and remanded,Petitioner Wins,81,1. liberal,1. liberal,1. liberal,1. liberal,NA,1. liberal,1. liberal,0. conservative,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,0. dissent,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,NA,BURG,NA,0. Respondent,1,0,1,2,0,0,0,0,1,1,1,0,No,No,No,No,92,0. petitioner more words,0,19.07999992,19.48648643,0. no,0. no,1. yes,0. no,0. no,0. no,4.521788597,4.127134323,7.088408947,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.152999997,0,0,1,0. no,4.127134323,7.088408947,1. Petitioner,NA,NA,NA,NA,NA,NA,NA,NA
42,78-5981,1979,144,3301,55,89,1242,2059,0. no,1. yes,0. no,9,1. orally argued signed opinion,062/0355,0. case citation,No. 78-5981,444/0193,100/0402,0,POOR D,ATTY,0. conservative,2. burger,BURG6,617,8. economic activity,1. liberal,3. reversed and remanded,Petitioner Wins,90,1. liberal,1. liberal,1. liberal,1. liberal,NA,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,NA,BURG,NA,1. Petitioner,1,1,0,2,0,0,0,0,0,0,1,1,No,No,No,No,92,1. respondent more words,1,23.13483238,22.58181763,0. no,0. no,0. no,1. yes,0. no,0. no,4.521788597,4.969813347,8.101981163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.152999997,0,0,0,0. no,4.969813347,8.101981163,1. Petitioner,NA,NA,NA,NA,NA,NA,NA,NA
43,78-1487,1979,75,1465,17,58,306,1159,0. no,1. yes,0. no,9,1. orally argued signed opinion,063/0022,0. case citation,No. 78-1487,444/0555,100/0790,0,CAR DEAL,BUYER,1. liberal,2. burger,BURG6,656,8. economic activity,0. conservative,3. reversed and remanded,Petitioner Wins,90,0. conservative,0. conservative,0. conservative,0. conservative,NA,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,NA,BURG,NA,1. Petitioner,4,1,0,5,0,0,1,0,0,1,1,4,No,No,No,Yes,92,1. respondent more words,1,19.98275948,18,0. no,0. no,0. no,1. yes,0. no,0. no,4.521788597,4.317488194,7.289610386,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.152999997,1,0.152999997,0,0. no,4.317488194,7.289610386,1. Petitioner,NA,NA,NA,NA,NA,NA,NA,NA
44,78-1177,1979,131,2196,88,43,1397,799,0. no,0. no,0. no,9,1. orally argued signed opinion,065/0665,0. case citation,No. 78-1177,448/0136,100/2578,0,INDIAN,AZ,0. conservative,2. burger,BURG6,294,2. civil rights,1. liberal,2. reversed,Petitioner Wins,63,0. conservative,1. liberal,1. liberal,1. liberal,NA,1. liberal,1. liberal,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,0. dissent,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,0. dissent,0. dissent,NA,NA,NA,NA,NA,NA,NA,NA,NA,BURG,NA,0. Respondent,1,0,0,1,0,0,1,0,0,1,1,0,No,No,Yes,No,92,0. petitioner more words,0,18.5813961,15.875,0. no,0. no,1. yes,0. no,0. no,0. no,4.521788597,4.875197411,7.694392681,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.152999997,0,0,1,0. no,4.875197411,7.694392681,0. Respondent,NA,NA,NA,NA,NA,NA,NA,NA
45,78-990,1979,86,1706,23,63,536,1170,0. no,0. no,0. no,8,1. orally argued signed opinion,062/0575,0. case citation,No. 78-990,444/0394,100/0624,0,US,AC,1. liberal,2. burger,BURG6,164,1. criminal procedure,0. conservative,3. reversed and remanded,Petitioner Wins,62,0. conservative,NA,1. liberal,0. conservative,NA,1. liberal,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,0. dissent,1. majority,1. majority,0. dissent,1. majority,1. majority,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,NA,BURG,NA,1. Petitioner,0,0,0,0,1,0,0,0,0,0,0,0,No,Yes,No,No,92,1. respondent more words,1,18.5714283,23.30434799,1. yes,0. no,1. yes,0. no,0. no,0. no,4.521788597,4.454347134,7.441906929,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.152999997,1,0.152999997,1,1. yes,4.454347134,7.441906929,1. Petitioner,NA,NA,NA,NA,NA,NA,NA,NA
46,78-1418,1979,131,1979,89,42,1474,505,0. no,0. no,0. no,9,1. orally argued signed opinion,063/0215,0. case citation,No. 78-1418,445/0074,100/0925,0,EE,INSURE,0. conservative,2. burger,BURG6,615,8. economic activity,0. conservative,1. affirmed,Respondent Wins,81,0. conservative,0. conservative,0. conservative,0. conservative,NA,1. liberal,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,1. majority,1. majority,0. dissent,1. majority,1. majority,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,NA,BURG,NA,0. Respondent,0,0,2,2,0,0,0,0,0,0,0,0,No,No,No,No,92,0. petitioner more words,0,12.02380943,16.5617981,0. no,0. no,0. no,1. yes,0. no,0. no,4.521788597,4.875197411,7.590346813,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.152999997,0,0,1,0. no,4.875197411,7.590346813,0. Respondent,NA,NA,NA,NA,NA,NA,NA,NA
47,78-1076,1979,161,2902,109,52,1705,1197,1. yes,0. no,0. no,9,1. orally argued signed opinion,064/0297,0. case citation,No. 78-1076,446/0291,100/1682,0,RI,AC,1. liberal,2. burger,BURG6,22,1. criminal procedure,0. conservative,4. vacated and remanded,Petitioner Wins,63,0. conservative,1. liberal,1. liberal,0. conservative,NA,0. conservative,0. conservative,0. conservative,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,0. dissent,0. dissent,1. majority,1. majority,1. majority,1. majority,1. majority,0. dissent,NA,NA,NA,NA,NA,NA,NA,NA,NA,BURG,NA,1. Petitioner,0,0,2,2,0,0,0,0,0,0,0,0,No,No,No,No,92,0. petitioner more words,0,23.01922989,15.64220142,0. no,0. no,1. yes,0. no,0. no,0. no,4.521788597,5.081404209,7.973155499,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.152999997,1,0.152999997,1,0. no,5.081404209,7.973155499,0. Respondent,NA,NA,NA,NA,NA,NA,NA,NA
48,78-740,1979,119,2122,69,50,1343,779,0. no,1. yes,0. no,9,1. orally argued signed opinion,062/0210,0. case citation,No. 78-740,444/0051,100/0318,0,DOI,O,0. conservative,2. burger,BURG6,507,4. due process,1. liberal,2. reversed,Petitioner Wins,90,1. liberal,1. liberal,1. liberal,1. liberal,NA,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,1. majority,NA,NA,NA,NA,NA,NA,NA,NA,NA,BURG,NA,1. Petitioner,0,0,0,0,1,0,0,0,0,0,0,0,Yes,No,No,No,92,0. petitioner more words,0,15.57999992,19.46376801,1. yes,0. no,1. yes,0. no,0. no,0. no,4.521788597,4.779123306,7.660114288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.152999997,0,0,0,1. yes,4.779123306,7.660114288,1. Petitioner,NA,NA,NA,NA,NA,NA,NA,NA
